Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25-34,No,Travel_Rarely,below 500,Research & Development,< 10 km,3,Medical,1,1238,1,Male,40 - 70,3,1,Research Scientist,4,Married,"< 5,000",6311,> 2 ,Y,No,13,3,2,80,1,15,5,3,> 12 years,10,4,10
35-44,No,Travel_Rarely,below 500,Sales,< 10 km,3,Technical Degree,1,1239,2,Female,> 70,2,2,Sales Executive,2,Divorced,"5,000 - 10,000",11591,> 5 years,Y,No,12,3,2,80,1,7,2,4,3 - 5 years,1,1,3
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,4,Life Sciences,1,1240,3,Male,40 - 70,3,2,Sales Executive,4,Single,"< 5,000",20623,> 2 ,Y,No,14,3,2,80,0,5,4,3,3 - 5 years,3,1,1
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Medical,1,1241,4,Male,40 - 70,3,1,Research Scientist,2,Married,"< 5,000",9369,> 2 ,Y,Yes,21,4,1,80,1,12,2,3, 6 - 12 years,9,5,7
35-44,No,Travel_Frequently,below 500,Research & Development,> 20km,5,Medical,1,1242,1,Female,40 - 70,3,3,Research Director,1,Married,">10,000",23281,> 5 years,Y,Yes,17,3,3,80,0,20,6,3,< 2 years,0,0,0
35-44,No,Non-Travel," >1,000",Sales,< 10 km,2,Marketing,1,1243,3,Female,> 70,2,3,Sales Executive,4,Married,">10,000",13755,3 - 5 years,Y,Yes,11,3,2,80,1,16,6,2,> 12 years,2,4,12
25-34,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,3,Life Sciences,1,1244,1,Male,40 - 70,3,1,Research Scientist,1,Married,"< 5,000",14377,> 2 ,Y,Yes,14,3,4,80,2,9,3,2, 6 - 12 years,7,6,8
45-54,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,1245,4,Female,40 - 70,3,3,Manufacturing Director,3,Divorced,">10,000",9659,> 5 years,Y,No,17,3,1,80,1,33,2,1,3 - 5 years,4,1,4
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Life Sciences,1,1246,1,Female,> 70,4,1,Research Scientist,4,Married,"< 5,000",19982,> 2 ,Y,No,13,3,4,80,1,10,5,3, 6 - 12 years,5,7,7
<25,Yes,Non-Travel,500 - 1000,Research & Development,< 10 km,3,Medical,1,1248,1,Female,> 70,2,1,Research Scientist,2,Single,"< 5,000",6148,> 2 ,Y,Yes,25,4,2,80,0,1,2,4,< 2 years,1,0,0
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1249,1,Female,> 70,3,1,Research Scientist,4,Divorced,"< 5,000",5598,> 2 ,Y,No,15,3,1,80,3,3,5,3,3 - 5 years,2,1,2
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1250,4,Male,> 70,3,4,Research Director,4,Married,">10,000",23474,> 5 years,Y,No,14,3,1,80,0,36,2,3, 6 - 12 years,9,0,9
25-34,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,2,Medical,1,1251,3,Male,> 70,3,2,Healthcare Representative,1,Married,"5,000 - 10,000",17089,> 2 ,Y,Yes,12,3,4,80,0,6,2,2, 6 - 12 years,5,0,1
25-34,No,Travel_Rarely," >1,000",Research & Development,> 20km,3,Medical,1,1252,3,Female,> 70,2,2,Healthcare Representative,1,Single,"5,000 - 10,000",17198,> 2 ,Y,No,19,3,2,80,0,10,2,3, 6 - 12 years,9,1,8
>55,No,Travel_Rarely,below 500,Sales,< 10 km,3,Life Sciences,1,1254,3,Female,40 - 70,2,2,Sales Executive,4,Single,"5,000 - 10,000",16490,3 - 5 years,Y,No,17,3,4,80,0,13,2,3, 6 - 12 years,1,0,5
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1255,3,Male,> 70,1,5,Research Director,4,Married,">10,000",18625,> 5 years,Y,No,14,3,2,80,1,25,2,3, 6 - 12 years,7,0,7
45-54,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Medical,1,1256,1,Male,> 70,2,5,Manager,3,Married,">10,000",12124,> 2 ,Y,No,13,3,3,80,1,23,2,4,< 2 years,0,0,0
35-44,No,Travel_Frequently,below 500,Research & Development,< 10 km,3,Technical Degree,1,1257,3,Male,40 - 70,3,1,Research Scientist,2,Married,"< 5,000",9256,> 2 ,Y,No,12,3,3,80,0,12,2,2, 6 - 12 years,10,0,7
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Technical Degree,1,1258,4,Male,> 70,4,1,Laboratory Technician,2,Single,"< 5,000",16620,3 - 5 years,Y,No,11,3,3,80,0,7,4,2,< 2 years,0,0,0
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Life Sciences,1,1259,1,Male,> 70,3,1,Research Scientist,3,Divorced,"< 5,000",3208,> 2 ,Y,No,11,3,2,80,3,5,2,3,3 - 5 years,3,0,3
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1260,3,Male,> 70,3,2,Healthcare Representative,4,Divorced,"5,000 - 10,000",4204,> 2 ,Y,Yes,11,3,2,80,2,6,2,3, 6 - 12 years,0,1,0
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1263,4,Male,> 70,2,5,Research Director,4,Single,">10,000",8733,> 5 years,Y,No,12,3,3,80,0,25,3,4,< 2 years,0,0,0
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1264,4,Female,> 70,2,4,Research Director,4,Divorced,">10,000",3423,> 5 years,Y,No,14,3,2,80,2,9,2,2, 6 - 12 years,7,1,7
25-34,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,3,Technical Degree,1,1265,3,Female,> 70,4,1,Research Scientist,3,Married,"< 5,000",21643,> 2 ,Y,No,17,3,4,80,0,2,5,2,< 2 years,0,0,0
35-44,No,Travel_Rarely," >1,000",Sales,< 10 km,3,Marketing,1,1267,2,Male,> 70,3,5,Manager,2,Married,">10,000",8751,> 5 years,Y,No,11,3,3,80,1,26,5,3,> 12 years,9,3,10
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,5,Marketing,1,1268,4,Male,> 70,4,3,Sales Executive,3,Divorced,"5,000 - 10,000",21708,> 2 ,Y,Yes,14,3,4,80,2,10,3,3, 6 - 12 years,8,0,8
<25,No,Travel_Rarely,below 500,Research & Development,> 20km,3,Life Sciences,1,1269,2,Female,40 - 70,4,1,Research Scientist,4,Single,"< 5,000",21221,> 2 ,Y,Yes,12,3,4,80,0,1,2,3,< 2 years,0,0,1
<25,No,Travel_Rarely,below 500,Research & Development,< 10 km,2,Life Sciences,1,1270,4,Male,40 - 70,3,1,Research Scientist,3,Married,"< 5,000",16901,> 2 ,Y,No,22,4,4,80,1,1,2,3,< 2 years,0,0,1
25-34,Yes,Travel_Frequently,500 - 1000,Sales,> 20km,1,Life Sciences,1,1273,3,Male,> 70,1,1,Sales Representative,4,Single,"< 5,000",8040,> 2 ,Y,Yes,14,3,4,80,0,1,4,3,< 2 years,0,1,0
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Life Sciences,1,1275,3,Male,40 - 70,3,1,Research Scientist,4,Single,"< 5,000",9973,> 2 ,Y,Yes,20,4,2,80,0,8,2,2, 6 - 12 years,5,2,2
45-54,Yes,Travel_Rarely," >1,000",Sales,< 10 km,3,Marketing,1,1277,1,Female,> 70,1,5,Manager,2,Single,">10,000",2493,> 2 ,Y,Yes,16,3,1,80,0,26,2,3,> 12 years,10,1,11
>55,No,Non-Travel,below 500,Research & Development,< 10 km,1,Medical,1,1278,4,Male,<40,2,4,Healthcare Representative,2,Divorced,">10,000",25592,> 2 ,Y,Yes,15,3,4,80,1,34,3,3,> 12 years,9,15,0
<25,Yes,Travel_Frequently,below 500,Research & Development,< 10 km,2,Life Sciences,1,1279,1,Female,40 - 70,2,1,Laboratory Technician,3,Single,"< 5,000",25308,> 2 ,Y,No,20,4,3,80,0,2,2,1,< 2 years,2,2,2
45-54,No,Travel_Rarely,below 500,Sales,< 10 km,2,Marketing,1,1280,4,Female,<40,2,5,Manager,2,Married,">10,000",9946,> 2 ,Y,No,14,3,3,80,1,26,2,3, 6 - 12 years,4,0,8
25-34,No,Travel_Rarely,below 500,Sales,< 10 km,3,Marketing,1,1281,3,Female,> 70,3,2,Sales Executive,1,Single,"< 5,000",6039,> 2 ,Y,Yes,12,3,4,80,0,4,3,3,3 - 5 years,2,0,2
45-54,No,Travel_Frequently,below 500,Sales,< 10 km,3,Life Sciences,1,1282,4,Male,> 70,3,5,Manager,2,Divorced,">10,000",19196,3 - 5 years,Y,Yes,24,4,1,80,1,31,5,2,> 12 years,10,11,10
>55,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,4,Medical,1,1283,4,Male,40 - 70,3,3,Manufacturing Director,4,Single,">10,000",20002,> 5 years,Y,No,12,3,4,80,0,25,6,2, 6 - 12 years,7,5,4
25-34,No,Travel_Frequently,below 500,Research & Development,10 - 20 km,3,Medical,1,1285,3,Female,40 - 70,3,2,Laboratory Technician,2,Divorced,"< 5,000",22534,3 - 5 years,Y,No,13,3,3,80,2,15,2,4, 6 - 12 years,8,5,10
25-34,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,4,Medical,1,1286,4,Male,40 - 70,3,1,Laboratory Technician,3,Single,"< 5,000",6842,> 2 ,Y,Yes,11,3,3,80,0,5,2,2,3 - 5 years,2,0,2
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Life Sciences,1,1288,3,Male,> 70,4,5,Manager,1,Divorced,">10,000",17477,> 2 ,Y,No,14,3,4,80,2,26,4,2,> 12 years,9,14,13
25-34,No,Travel_Frequently,500 - 1000,Human Resources,10 - 20 km,3,Life Sciences,1,1289,3,Male,40 - 70,2,2,Human Resources,2,Married,"< 5,000",21833,3 - 5 years,Y,No,11,3,4,80,2,14,5,4, 6 - 12 years,9,1,8
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,1,Life Sciences,1,1291,3,Male,40 - 70,3,1,Research Scientist,3,Married,"< 5,000",6020,> 2 ,Y,Yes,14,3,4,80,0,4,3,3,3 - 5 years,2,2,2
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Medical,1,1292,2,Female,> 70,4,2,Research Scientist,2,Married,"< 5,000",5628,> 5 years,Y,Yes,16,3,4,80,0,18,2,3,< 2 years,0,0,0
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,4,Marketing,1,1293,4,Female,40 - 70,2,3,Sales Executive,4,Single,">10,000",20364,> 5 years,Y,No,14,3,4,80,0,23,3,4,> 12 years,7,15,17
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Life Sciences,1,1294,3,Female,40 - 70,3,2,Manufacturing Director,2,Single,"5,000 - 10,000",2323,> 5 years,Y,Yes,11,3,4,80,0,18,2,3,> 12 years,14,5,12
35-44,Yes,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,3,Medical,1,1295,1,Female,> 70,3,3,Healthcare Representative,4,Married,"5,000 - 10,000",14075,> 2 ,Y,No,11,3,4,80,1,10,2,3, 6 - 12 years,7,0,5
25-34,No,Travel_Frequently,below 500,Research & Development,< 10 km,3,Life Sciences,1,1296,4,Male,40 - 70,2,1,Laboratory Technician,4,Married,"< 5,000",14222,> 2 ,Y,Yes,12,3,2,80,1,2,2,3,< 2 years,2,2,2
45-54,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,2,Medical,1,1297,2,Female,<40,2,1,Laboratory Technician,3,Single,"< 5,000",4257,> 2 ,Y,No,14,3,2,80,0,8,6,2, 6 - 12 years,0,7,7
25-34,No,Non-Travel,500 - 1000,Research & Development,< 10 km,2,Medical,1,1298,3,Female,> 70,3,2,Manufacturing Director,3,Single,"< 5,000",12858,> 5 years,Y,Yes,18,3,3,80,0,10,3,3, 6 - 12 years,4,1,7
25-34,Yes,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Technical Degree,1,1299,2,Female,<40,3,1,Laboratory Technician,3,Divorced,"< 5,000",17285,> 5 years,Y,Yes,13,3,1,80,2,10,2,3, 6 - 12 years,7,7,7
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Technical Degree,1,1301,4,Male,> 70,3,1,Research Scientist,1,Single,"< 5,000",4732,> 2 ,Y,No,11,3,2,80,0,5,2,2,3 - 5 years,2,1,2
25-34,No,Travel_Rarely,below 500,Research & Development,< 10 km,3,Medical,1,1303,4,Female,<40,3,1,Research Scientist,2,Single,"< 5,000",18830,> 2 ,Y,No,18,3,4,80,0,2,3,2,< 2 years,2,2,1
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Medical,1,1304,3,Male,40 - 70,4,2,Sales Executive,4,Married,"5,000 - 10,000",11693,> 2 ,Y,No,15,3,3,80,2,10,4,4, 6 - 12 years,7,0,8
45-54,No,Travel_Frequently,below 500,Research & Development,> 20km,3,Medical,1,1306,2,Female,> 70,3,5,Manager,2,Single,">10,000",13035,> 5 years,Y,No,22,4,3,80,0,22,4,3,< 2 years,0,0,0
35-44,No,Travel_Rarely,below 500,Research & Development,10 - 20 km,4,Medical,1,1307,3,Female,> 70,2,4,Manager,2,Divorced,">10,000",17334,> 5 years,Y,Yes,13,3,4,80,2,21,4,3,> 12 years,9,15,2
>55,No,Travel_Rarely,500 - 1000,Research & Development,> 20km,4,Life Sciences,1,1308,1,Male,> 70,3,1,Research Scientist,3,Divorced,"< 5,000",26076,> 2 ,Y,No,12,3,4,80,2,2,3,3,< 2 years,2,2,2
25-34,Yes,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Life Sciences,1,1309,4,Male,> 70,3,2,Laboratory Technician,3,Married,"< 5,000",22845,> 2 ,Y,No,18,3,1,80,1,10,3,3, 6 - 12 years,4,1,1
35-44,Yes,Travel_Rarely,below 500,Research & Development,> 20km,3,Medical,1,1310,3,Male,> 70,3,1,Research Scientist,1,Single,"< 5,000",22154,> 2 ,Y,No,13,3,1,80,0,6,2,3,3 - 5 years,2,0,3
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Technical Degree,1,1311,1,Female,40 - 70,2,2,Laboratory Technician,4,Married,"< 5,000",23631,> 2 ,Y,No,12,3,1,80,1,10,6,3, 6 - 12 years,2,6,7
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Technical Degree,1,1312,4,Female,40 - 70,3,3,Healthcare Representative,3,Married,"5,000 - 10,000",5747,> 5 years,Y,No,12,3,1,80,0,10,0,3, 6 - 12 years,7,1,7
45-54,No,Travel_Rarely,500 - 1000,Human Resources,< 10 km,2,Life Sciences,1,1314,4,Female,40 - 70,3,1,Human Resources,1,Single,"< 5,000",22957,> 5 years,Y,No,12,3,3,80,0,10,3,4, 6 - 12 years,6,5,7
25-34,No,Non-Travel," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1315,3,Female,40 - 70,1,2,Laboratory Technician,4,Married,"5,000 - 10,000",16392,> 2 ,Y,No,11,3,1,80,3,10,6,3, 6 - 12 years,8,7,5
45-54,No,Travel_Rarely," >1,000",Research & Development,> 20km,3,Life Sciences,1,1317,4,Female,40 - 70,3,4,Research Director,1,Married,">10,000",22422,3 - 5 years,Y,Yes,11,3,2,80,0,25,2,3,3 - 5 years,2,1,2
35-44,Yes,Travel_Rarely,below 500,Sales,> 20km,4,Marketing,1,1318,4,Male,40 - 70,2,3,Sales Executive,2,Single,"5,000 - 10,000",17235,> 2 ,Y,Yes,12,3,3,80,0,9,2,3,3 - 5 years,4,1,0
45-54,Yes,Travel_Rarely," >1,000",Sales,< 10 km,3,Life Sciences,1,1319,2,Male,40 - 70,3,3,Sales Executive,2,Single,"5,000 - 10,000",21534,> 5 years,Y,Yes,19,3,3,80,0,10,2,2, 6 - 12 years,7,7,7
25-34,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,4,Medical,1,1321,2,Female,> 70,3,3,Manager,1,Married,">10,000",25927,> 2 ,Y,Yes,23,4,4,80,2,9,2,3, 6 - 12 years,1,0,8
35-44,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,2,Life Sciences,1,1322,1,Male,<40,3,2,Manufacturing Director,3,Single,"< 5,000",13352,> 2 ,Y,No,11,3,1,80,0,9,6,3, 6 - 12 years,7,1,7
25-34,No,Non-Travel,500 - 1000,Sales,< 10 km,4,Life Sciences,1,1324,4,Female,40 - 70,3,3,Sales Executive,3,Divorced,"5,000 - 10,000",8935,> 2 ,Y,Yes,19,3,1,80,1,10,5,2, 6 - 12 years,8,9,6
35-44,No,Non-Travel,below 500,Sales,< 10 km,2,Medical,1,1329,3,Male,<40,1,2,Sales Executive,2,Single,"5,000 - 10,000",22074,> 2 ,Y,No,13,3,1,80,0,19,4,3,> 12 years,2,11,9
25-34,Yes,Travel_Frequently," >1,000",Sales,< 10 km,3,Life Sciences,1,1331,4,Female,40 - 70,3,1,Sales Representative,2,Single,"< 5,000",8319,> 2 ,Y,Yes,11,3,1,80,0,3,2,4,3 - 5 years,2,2,2
35-44,Yes,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1333,1,Male,> 70,3,1,Laboratory Technician,1,Married,"< 5,000",14669,3 - 5 years,Y,No,12,3,3,80,0,10,4,4,3 - 5 years,2,1,2
35-44,No,Non-Travel,below 500,Research & Development,< 10 km,1,Life Sciences,1,1334,3,Male,<40,3,4,Manager,3,Married,">10,000",26582,> 2 ,Y,Yes,13,3,4,80,0,21,3,2,> 12 years,8,2,10
>55,No,Travel_Rarely,below 500,Research & Development,< 10 km,2,Medical,1,1336,4,Female,40 - 70,1,5,Manager,3,Married,">10,000",6992,3 - 5 years,Y,No,14,3,4,80,1,23,5,3,> 12 years,9,9,11
>55,No,Travel_Rarely,below 500,Human Resources,< 10 km,4,Life Sciences,1,1338,4,Male,> 70,3,5,Manager,2,Single,">10,000",4022,> 5 years,Y,No,14,3,1,80,0,36,4,3, 6 - 12 years,3,7,7
35-44,No,Non-Travel,below 500,Research & Development,10 - 20 km,2,Life Sciences,1,1340,3,Male,> 70,3,1,Research Scientist,3,Divorced,"< 5,000",8532,> 5 years,Y,No,16,3,2,80,1,6,0,3,3 - 5 years,2,0,0
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1344,4,Male,> 70,3,3,Healthcare Representative,4,Divorced,"5,000 - 10,000",5494,> 2 ,Y,No,11,3,4,80,1,10,0,2, 6 - 12 years,7,1,6
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1346,3,Male,> 70,3,2,Research Scientist,4,Single,"< 5,000",22455,> 2 ,Y,No,13,3,3,80,0,9,4,3, 6 - 12 years,8,8,8
35-44,No,Travel_Frequently," >1,000",Sales,< 10 km,3,Marketing,1,1349,3,Female,40 - 70,3,2,Sales Executive,1,Divorced,"< 5,000",4297,> 2 ,Y,No,17,3,4,80,1,10,2,3, 6 - 12 years,3,1,7
35-44,No,Travel_Frequently,below 500,Research & Development,< 10 km,4,Life Sciences,1,1350,3,Male,> 70,3,2,Research Scientist,3,Single,"< 5,000",2690,> 2 ,Y,Yes,11,3,2,80,0,9,3,3, 6 - 12 years,6,1,1
45-54,No,Travel_Rarely,500 - 1000,Human Resources,< 10 km,3,Life Sciences,1,1352,3,Male,> 70,3,4,Manager,2,Divorced,">10,000",17588,> 2 ,Y,Yes,11,3,2,80,1,33,2,3,> 12 years,9,0,10
35-44,No,Travel_Rarely," >1,000",Sales,< 10 km,2,Life Sciences,1,1355,2,Female,<40,3,2,Sales Executive,1,Divorced,"5,000 - 10,000",19461,> 5 years,Y,No,15,3,4,80,1,11,3,3, 6 - 12 years,7,1,7
25-34,No,Travel_Rarely,500 - 1000,Sales,10 - 20 km,2,Medical,1,1356,3,Female,40 - 70,3,2,Sales Executive,1,Single,"5,000 - 10,000",23553,> 2 ,Y,No,12,3,4,80,0,10,6,4, 6 - 12 years,8,9,6
25-34,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,1,Medical,1,1358,4,Male,40 - 70,3,1,Laboratory Technician,4,Married,"< 5,000",9075,> 5 years,Y,No,11,3,3,80,3,7,6,2,3 - 5 years,2,1,2
>55,Yes,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Medical,1,1360,3,Female,40 - 70,2,3,Manufacturing Director,1,Married,">10,000",12023,> 5 years,Y,Yes,14,3,4,80,0,31,0,2, 6 - 12 years,9,5,9
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Life Sciences,1,1361,2,Male,> 70,3,1,Laboratory Technician,2,Married,"< 5,000",6762,> 5 years,Y,No,22,4,3,80,1,7,3,3,3 - 5 years,2,0,3
35-44,No,Travel_Frequently,500 - 1000,Sales,< 10 km,3,Marketing,1,1362,1,Female,> 70,4,2,Sales Executive,1,Married,"< 5,000",2261,> 2 ,Y,No,16,3,4,80,1,17,2,2,> 12 years,7,6,13
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1363,4,Male,40 - 70,3,3,Manufacturing Director,4,Single,"5,000 - 10,000",18706,> 2 ,Y,No,11,3,3,80,0,11,2,3, 6 - 12 years,9,0,8
25-34,No,Travel_Rarely," >1,000",Sales,10 - 20 km,3,Medical,1,1364,3,Female,> 70,4,1,Sales Representative,4,Married,"< 5,000",6527,> 5 years,Y,No,14,3,2,80,1,5,4,3,< 2 years,0,0,0
45-54,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,2,Technical Degree,1,1367,4,Female,> 70,2,4,Manufacturing Director,2,Single,">10,000",24439,> 5 years,Y,No,16,3,2,80,0,29,1,2,3 - 5 years,2,0,3
<25,No,Non-Travel," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1368,4,Female,> 70,3,1,Laboratory Technician,4,Single,"< 5,000",19305,> 2 ,Y,No,15,3,3,80,0,0,5,4,< 2 years,0,0,0
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Medical,1,1369,4,Female,40 - 70,2,2,Laboratory Technician,4,Married,"5,000 - 10,000",10846,> 2 ,Y,No,12,3,2,80,1,10,0,3, 6 - 12 years,7,0,0
25-34,No,Travel_Frequently,500 - 1000,Sales,< 10 km,1,Life Sciences,1,1371,4,Male,40 - 70,1,2,Sales Executive,4,Single,"5,000 - 10,000",20392,> 5 years,Y,No,20,4,2,80,0,8,3,3, 6 - 12 years,2,0,0
>55,Yes,Travel_Rarely,below 500,Sales,10 - 20 km,4,Marketing,1,1372,1,Male,> 70,4,4,Sales Executive,3,Single,">10,000",9277,> 5 years,Y,Yes,17,3,3,80,0,24,2,2,> 12 years,7,3,8
>55,No,Travel_Rarely," >1,000",Research & Development,> 20km,3,Life Sciences,1,1373,4,Male,40 - 70,3,4,Manufacturing Director,2,Married,">10,000",18235,3 - 5 years,Y,Yes,12,3,1,80,1,33,0,3,> 12 years,16,15,9
25-34,No,Non-Travel,500 - 1000,Research & Development,> 20km,1,Technical Degree,1,1374,1,Female,> 70,2,1,Research Scientist,3,Divorced,"< 5,000",15891,> 2 ,Y,No,20,4,3,80,3,5,2,3,3 - 5 years,4,0,0
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Medical,1,1375,2,Female,> 70,4,2,Healthcare Representative,3,Divorced,"5,000 - 10,000",13888,3 - 5 years,Y,No,20,4,2,80,3,15,0,3, 6 - 12 years,11,11,8
25-34,No,Travel_Rarely,below 500,Research & Development,> 20km,3,Medical,1,1377,2,Male,> 70,3,2,Laboratory Technician,3,Married,"5,000 - 10,000",17491,3 - 5 years,Y,No,13,3,1,80,2,10,1,3, 6 - 12 years,7,7,7
25-34,Yes,Travel_Frequently,500 - 1000,Sales,< 10 km,3,Life Sciences,1,1379,3,Female,> 70,2,1,Sales Representative,4,Single,"< 5,000",11882,> 5 years,Y,No,14,3,3,80,0,3,3,4,< 2 years,0,0,0
35-44,Yes,Travel_Frequently,500 - 1000,Sales,10 - 20 km,4,Marketing,1,1380,4,Female,40 - 70,3,2,Sales Executive,3,Married,"< 5,000",23288,> 2 ,Y,Yes,18,3,3,80,1,5,0,2,3 - 5 years,2,3,2
35-44,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1382,4,Male,40 - 70,4,1,Research Scientist,3,Divorced,"< 5,000",15748,> 2 ,Y,No,11,3,4,80,3,4,2,3,3 - 5 years,2,0,3
25-34,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Technical Degree,1,1383,3,Female,> 70,3,2,Healthcare Representative,4,Single,"5,000 - 10,000",6163,> 2 ,Y,No,11,3,4,80,0,14,2,4,> 12 years,11,4,11
25-34,No,Travel_Rarely,500 - 1000,Sales,> 20km,3,Life Sciences,1,1387,3,Male,40 - 70,2,2,Sales Executive,1,Married,"< 5,000",24232,> 2 ,Y,No,11,3,3,80,1,5,0,3,3 - 5 years,3,0,4
25-34,Yes,Travel_Rarely,below 500,Research & Development,> 20km,4,Medical,1,1389,4,Male,> 70,3,2,Manufacturing Director,3,Married,"5,000 - 10,000",21057,> 2 ,Y,Yes,15,3,4,80,2,10,3,2, 6 - 12 years,2,6,7
35-44,No,Travel_Rarely," >1,000",Sales,> 20km,4,Life Sciences,1,1390,1,Male,40 - 70,2,2,Sales Executive,4,Married,"5,000 - 10,000",3567,> 5 years,Y,Yes,12,3,4,80,2,8,2,4,3 - 5 years,4,1,4
45-54,No,Travel_Frequently,500 - 1000,Sales,< 10 km,3,Marketing,1,1391,2,Male,40 - 70,3,3,Sales Executive,2,Married,">10,000",15395,> 2 ,Y,No,11,3,2,80,0,14,5,3,3 - 5 years,2,3,2
35-44,No,Travel_Frequently," >1,000",Research & Development,> 20km,3,Life Sciences,1,1392,4,Female,> 70,3,2,Research Scientist,4,Divorced,"5,000 - 10,000",13953,> 5 years,Y,Yes,14,3,1,80,2,12,4,2, 6 - 12 years,2,3,3
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Life Sciences,1,1394,3,Male,40 - 70,3,1,Research Scientist,3,Married,"< 5,000",5182,> 5 years,Y,Yes,15,3,4,80,0,8,2,3, 6 - 12 years,4,1,3
25-34,No,Travel_Frequently," >1,000",Sales,< 10 km,1,Life Sciences,1,1395,2,Male,40 - 70,3,2,Sales Executive,4,Married,"5,000 - 10,000",19293,> 5 years,Y,No,13,3,1,80,0,8,2,4,3 - 5 years,4,1,2
25-34,No,Travel_Rarely,below 500,Sales,< 10 km,1,Marketing,1,1396,3,Male,<40,3,2,Sales Executive,2,Married,"< 5,000",20497,> 2 ,Y,Yes,13,3,1,80,3,4,3,2,3 - 5 years,2,1,2
35-44,No,Non-Travel," >1,000",Research & Development,> 20km,2,Life Sciences,1,1397,3,Male,> 70,3,3,Healthcare Representative,3,Married,">10,000",3449,> 5 years,Y,No,21,4,2,80,1,13,2,3, 6 - 12 years,4,0,5
25-34,No,Travel_Rarely," >1,000",Sales,10 - 20 km,1,Life Sciences,1,1399,1,Male,> 70,4,2,Sales Executive,3,Married,"5,000 - 10,000",12477,> 2 ,Y,No,11,3,2,80,0,6,3,2,3 - 5 years,2,1,2
